0.000000000000000000e+00;4.509999999999649845e-01;9.209999999999922693e-01;1.423000000000001819e+00;1.960999999999955890e+00;2.508999999999957708e+00;3.048999999999978172e+00;4.127999999999985903e+00;5.231999999999970896e+00;6.307999999999992724e+00;8.508999999999957708e+00;1.055699999999995953e+01;1.225899999999995771e+01;1.396599999999995134e+01;1.624500000000000455e+01;1.624500000000000455e+01;2.083400000000000318e+01;2.292499999999995453e+01;2.478799999999995407e+01;2.703999999999996362e+01;3.160999999999995680e+01;3.667499999999995453e+01;4.166399999999998727e+01;4.758400000000000318e+01;3.971299999999996544e+01;3.608799999999996544e+01
4.509999999999649845e-01;0.000000000000000000e+00;4.700000000000272848e-01;9.720000000000368345e-01;1.509999999999990905e+00;2.057999999999992724e+00;2.598000000000013188e+00;3.677000000000020918e+00;4.781000000000005912e+00;5.857000000000027740e+00;8.057999999999992724e+00;1.010599999999999454e+01;1.180799999999999272e+01;1.351499999999998636e+01;1.579400000000003956e+01;1.579400000000003956e+01;2.038300000000003820e+01;2.247399999999998954e+01;2.433699999999998909e+01;2.658899999999999864e+01;3.115899999999999181e+01;3.622399999999998954e+01;4.121300000000002228e+01;4.713300000000003820e+01;3.926200000000000045e+01;3.563700000000000045e+01
9.209999999999922693e-01;4.700000000000272848e-01;0.000000000000000000e+00;5.020000000000095497e-01;1.039999999999963620e+00;1.587999999999965439e+00;2.127999999999985903e+00;3.206999999999993634e+00;4.310999999999978627e+00;5.387000000000000455e+00;7.587999999999965439e+00;9.635999999999967258e+00;1.133799999999996544e+01;1.304499999999995907e+01;1.532400000000001228e+01;1.532400000000001228e+01;1.991300000000001091e+01;2.200399999999996226e+01;2.386699999999996180e+01;2.611899999999997135e+01;3.068899999999996453e+01;3.575399999999996226e+01;4.074299999999999500e+01;4.666300000000001091e+01;3.879199999999997317e+01;3.516699999999997317e+01
1.423000000000001819e+00;9.720000000000368345e-01;5.020000000000095497e-01;0.000000000000000000e+00;5.379999999999540705e-01;1.085999999999955890e+00;1.625999999999976353e+00;2.704999999999984084e+00;3.808999999999969077e+00;4.884999999999990905e+00;7.085999999999955890e+00;9.133999999999957708e+00;1.083599999999995589e+01;1.254299999999994952e+01;1.482200000000000273e+01;1.482200000000000273e+01;1.941100000000000136e+01;2.150199999999995271e+01;2.336499999999995225e+01;2.561699999999996180e+01;3.018699999999995498e+01;3.525199999999995271e+01;4.024099999999998545e+01;4.616100000000000136e+01;3.828999999999996362e+01;3.466499999999996362e+01
1.960999999999955890e+00;1.509999999999990905e+00;1.039999999999963620e+00;5.379999999999540705e-01;0.000000000000000000e+00;5.480000000000018190e-01;1.088000000000022283e+00;2.167000000000030013e+00;3.271000000000015007e+00;4.347000000000036835e+00;6.548000000000001819e+00;8.596000000000003638e+00;1.029800000000000182e+01;1.200499999999999545e+01;1.428400000000004866e+01;1.428400000000004866e+01;1.887300000000004729e+01;2.096399999999999864e+01;2.282699999999999818e+01;2.507900000000000773e+01;2.964900000000000091e+01;3.471399999999999864e+01;3.970300000000003138e+01;4.562300000000004729e+01;3.775200000000000955e+01;3.412700000000000955e+01
2.508999999999957708e+00;2.057999999999992724e+00;1.587999999999965439e+00;1.085999999999955890e+00;5.480000000000018190e-01;0.000000000000000000e+00;5.400000000000204636e-01;1.619000000000028194e+00;2.723000000000013188e+00;3.799000000000035016e+00;6.000000000000000000e+00;8.048000000000001819e+00;9.750000000000000000e+00;1.145699999999999363e+01;1.373600000000004684e+01;1.373600000000004684e+01;1.832500000000004547e+01;2.041599999999999682e+01;2.227899999999999636e+01;2.453100000000000591e+01;2.910099999999999909e+01;3.416599999999999682e+01;3.915500000000002956e+01;4.507500000000004547e+01;3.720400000000000773e+01;3.357900000000000773e+01
3.048999999999978172e+00;2.598000000000013188e+00;2.127999999999985903e+00;1.625999999999976353e+00;1.088000000000022283e+00;5.400000000000204636e-01;0.000000000000000000e+00;1.079000000000007731e+00;2.182999999999992724e+00;3.259000000000014552e+00;5.459999999999979536e+00;7.507999999999981355e+00;9.209999999999979536e+00;1.091699999999997317e+01;1.319600000000002638e+01;1.319600000000002638e+01;1.778500000000002501e+01;1.987599999999997635e+01;2.173899999999997590e+01;2.399099999999998545e+01;2.856099999999997863e+01;3.362599999999997635e+01;3.861500000000000909e+01;4.453500000000002501e+01;3.666399999999998727e+01;3.303899999999998727e+01
4.127999999999985903e+00;3.677000000000020918e+00;3.206999999999993634e+00;2.704999999999984084e+00;2.167000000000030013e+00;1.619000000000028194e+00;1.079000000000007731e+00;0.000000000000000000e+00;1.103999999999984993e+00;2.180000000000006821e+00;4.380999999999971806e+00;6.428999999999973625e+00;8.130999999999971806e+00;9.837999999999965439e+00;1.211700000000001864e+01;1.211700000000001864e+01;1.670600000000001728e+01;1.879699999999996862e+01;2.065999999999996817e+01;2.291199999999997772e+01;2.748199999999997090e+01;3.254699999999996862e+01;3.753600000000000136e+01;4.345600000000001728e+01;3.558499999999997954e+01;3.195999999999997954e+01
5.231999999999970896e+00;4.781000000000005912e+00;4.310999999999978627e+00;3.808999999999969077e+00;3.271000000000015007e+00;2.723000000000013188e+00;2.182999999999992724e+00;1.103999999999984993e+00;0.000000000000000000e+00;1.076000000000021828e+00;3.276999999999986812e+00;5.324999999999988631e+00;7.026999999999986812e+00;8.733999999999980446e+00;1.101300000000003365e+01;1.101300000000003365e+01;1.560200000000003229e+01;1.769299999999998363e+01;1.955599999999998317e+01;2.180799999999999272e+01;2.637799999999998590e+01;3.144299999999998363e+01;3.643200000000001637e+01;4.235200000000003229e+01;3.448099999999999454e+01;3.085599999999999454e+01
6.307999999999992724e+00;5.857000000000027740e+00;5.387000000000000455e+00;4.884999999999990905e+00;4.347000000000036835e+00;3.799000000000035016e+00;3.259000000000014552e+00;2.180000000000006821e+00;1.076000000000021828e+00;0.000000000000000000e+00;2.200999999999964984e+00;4.248999999999966803e+00;5.950999999999964984e+00;7.657999999999958618e+00;9.937000000000011823e+00;9.937000000000011823e+00;1.452600000000001046e+01;1.661699999999996180e+01;1.847999999999996135e+01;2.073199999999997090e+01;2.530199999999996407e+01;3.036699999999996180e+01;3.535599999999999454e+01;4.127600000000001046e+01;3.340499999999997272e+01;2.977999999999997272e+01
8.508999999999957708e+00;8.057999999999992724e+00;7.587999999999965439e+00;7.085999999999955890e+00;6.548000000000001819e+00;6.000000000000000000e+00;5.459999999999979536e+00;4.380999999999971806e+00;3.276999999999986812e+00;2.200999999999964984e+00;0.000000000000000000e+00;2.048000000000001819e+00;3.750000000000000000e+00;5.456999999999993634e+00;7.736000000000046839e+00;7.736000000000046839e+00;1.232500000000004547e+01;1.441599999999999682e+01;1.627899999999999636e+01;1.853100000000000591e+01;2.310099999999999909e+01;2.816599999999999682e+01;3.315500000000002956e+01;3.907500000000004547e+01;3.120400000000000773e+01;2.757900000000000773e+01
1.055699999999995953e+01;1.010599999999999454e+01;9.635999999999967258e+00;9.133999999999957708e+00;8.596000000000003638e+00;8.048000000000001819e+00;7.507999999999981355e+00;6.428999999999973625e+00;5.324999999999988631e+00;4.248999999999966803e+00;2.048000000000001819e+00;0.000000000000000000e+00;1.701999999999998181e+00;3.408999999999991815e+00;5.688000000000045020e+00;5.688000000000045020e+00;1.027700000000004366e+01;1.236799999999999500e+01;1.423099999999999454e+01;1.648300000000000409e+01;2.105299999999999727e+01;2.611799999999999500e+01;3.110700000000002774e+01;3.702700000000004366e+01;2.915600000000000591e+01;2.553100000000000591e+01
1.225899999999995771e+01;1.180799999999999272e+01;1.133799999999996544e+01;1.083599999999995589e+01;1.029800000000000182e+01;9.750000000000000000e+00;9.209999999999979536e+00;8.130999999999971806e+00;7.026999999999986812e+00;5.950999999999964984e+00;3.750000000000000000e+00;1.701999999999998181e+00;0.000000000000000000e+00;1.706999999999993634e+00;3.986000000000046839e+00;3.986000000000046839e+00;8.575000000000045475e+00;1.066599999999999682e+01;1.252899999999999636e+01;1.478100000000000591e+01;1.935099999999999909e+01;2.441599999999999682e+01;2.940500000000002956e+01;3.532500000000004547e+01;2.745400000000000773e+01;2.382900000000000773e+01
1.396599999999995134e+01;1.351499999999998636e+01;1.304499999999995907e+01;1.254299999999994952e+01;1.200499999999999545e+01;1.145699999999999363e+01;1.091699999999997317e+01;9.837999999999965439e+00;8.733999999999980446e+00;7.657999999999958618e+00;5.456999999999993634e+00;3.408999999999991815e+00;1.706999999999993634e+00;0.000000000000000000e+00;2.279000000000053205e+00;2.279000000000053205e+00;6.868000000000051841e+00;8.959000000000003183e+00;1.082200000000000273e+01;1.307400000000001228e+01;1.764400000000000546e+01;2.270900000000000318e+01;2.769800000000003593e+01;3.361800000000005184e+01;2.574700000000001410e+01;2.212200000000001410e+01
